device_id,timestamp,txpci,rxpci,gpu_util,mem_util,mem_used,mem_free
0,1713196999516797094,1.21484375,0.0556640625,0,0,351862784,85168947200
0,1713196999558340103,0.0009765625,0.7392578125,0,0,351862784,85168947200
0,1713196999605775380,0.0029296875,0.0556640625,0,0,351862784,85168947200
0,1713196999647523647,0.0029296875,0.7353515625,0,0,351862784,85168947200
0,1713196999689672935,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713196999740070196,0.0048828125,0.06640625,0,0,351862784,85168947200
0,1713196999781713308,1.3623046875,0.06640625,0,0,351862784,85168947200
0,1713196999823566489,0.0029296875,0.06640625,0,0,351862784,85168947200
0,1713196999865412990,11.7607421875,0.7509765625,0,0,351862784,85168947200
0,1713196999907146640,0.0029296875,0.0771484375,0,0,351862784,85168947200
0,1713196999949245654,0.0029296875,0.7509765625,0,0,351862784,85168947200
0,1713196999991065498,0.0029296875,0.06640625,0,0,351862784,85168947200
0,1713197000041776617,0.0029296875,0.06640625,0,0,351862784,85168947200
0,1713197000083559679,1.3583984375,0.06640625,0,0,351862784,85168947200
0,1713197000125468257,0.0029296875,0.06640625,0,0,351862784,85168947200
0,1713197000167223785,0.0029296875,0.7392578125,0,0,351862784,85168947200
0,1713197000209820162,0.0029296875,0.044921875,0,0,351862784,85168947200
0,1713197000252462301,0.0029296875,0.712890625,0,0,351862784,85168947200
0,1713197000305633001,0.0029296875,0.12890625,0,0,351862784,85168947200
0,1713197000347341109,0.0029296875,0.0556640625,0,0,351862784,85168947200
0,1713197000390452474,1.3623046875,0.0556640625,0,0,351862784,85168947200
0,1713197000441800656,0.0029296875,0.06640625,0,0,351862784,85168947200
0,1713197000483151329,1.3583984375,0.0771484375,0,0,351862784,85168947200
0,1713197000524762946,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713197000566063619,0.0029296875,0.7392578125,0,0,351862784,85168947200
0,1713197000607581610,0.0029296875,0.0771484375,0,0,351862784,85168947200
0,1713197000649063339,0.0029296875,0.0771484375,0,0,351862784,85168947200
0,1713197000690605023,1.3623046875,0.0771484375,0,0,351862784,85168947200
0,1713197000739479721,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713197000781454060,1.3623046875,0.0771484375,0,0,351862784,85168947200
0,1713197000822639119,0.0029296875,0.0771484375,0,0,351862784,85168947200
0,1713197000863401770,0.0068359375,3.708984375,0,0,351862784,85168947200
0,1713197000906508809,0.0029296875,0.0771484375,0,0,351862784,85168947200
0,1713197000948631556,0.0029296875,0.06640625,0,0,351862784,85168947200
0,1713197000990722563,1.3623046875,0.06640625,0,0,351862784,85168947200
0,1713197001041583084,0.0048828125,0.06640625,0,0,351862784,85168947200
0,1713197001082741053,1.3623046875,0.06640625,0,0,351862784,85168947200
0,1713197001125034425,0.0029296875,0.06640625,0,0,351862784,85168947200
0,1713197001167870819,0.0029296875,0.7392578125,0,0,351862784,85168947200
0,1713197001210703161,0.0029296875,0.06640625,0,0,351862784,85168947200
0,1713197001253615975,0.0009765625,0.0771484375,0,0,351862784,85168947200
0,1713197001305805190,1.3544921875,0.06640625,0,0,351862784,85168947200
0,1713197001348998861,0.0029296875,0.0556640625,0,0,351862784,85168947200
0,1713197001392597428,1.3623046875,0.06640625,0,0,351862784,85168947200
0,1713197001443814576,0.0029296875,4.5390625,0,0,351862784,85168947200
0,1713197001488532953,1.3623046875,0.087890625,0,0,351862784,85168947200
0,1713197001539551696,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713197001581827455,1.3623046875,0.087890625,0,0,351862784,85168947200
0,1713197001623222635,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713197001664378194,0.0068359375,0.7568359375,0,0,351862784,85168947200
0,1713197001707036404,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713197001748824473,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713197001790554109,1.3623046875,0.087890625,0,0,351862784,85168947200
0,1713197001839948657,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713197001911521508,11.17578125,14.9404296875,0,0,353239040,85167570944
0,1713197001957810864,1.61328125,9.263671875,0,0,356122624,85164687360
0,1713197002008246761,1.912109375,9.9169921875,0,0,356122624,85164687360
0,1713197002065403817,0.0009765625,4.875,0,0,356122624,85164687360
0,1713197002131374204,6.189453125,0.8974609375,0,0,356122624,85164687360
0,1713197002173640603,0.0048828125,0.0771484375,0,0,356122624,85164687360
0,1713197002214781448,0.0029296875,0.751953125,0,0,356122624,85164687360
0,1713197002255976139,0.0009765625,0.2109375,0,0,356122624,85164687360
0,1713197002297131287,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197002341642404,1.4052734375,0.0771484375,0,0,356122624,85164687360
0,1713197002382818066,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197002427146041,0.0048828125,0.7412109375,0,0,356122624,85164687360
0,1713197002468099291,0.0068359375,0.1103515625,0,0,356122624,85164687360
0,1713197002509099600,0.0029296875,0.7802734375,0,0,356122624,85164687360
0,1713197002550065795,0.0029296875,0.1103515625,0,0,356122624,85164687360
0,1713197002590823374,0.0029296875,0.1103515625,0,0,356122624,85164687360
0,1713197002639820709,1.36328125,0.0556640625,0,0,356122624,85164687360
0,1713197002683808662,0.0029296875,0.087890625,0,0,356122624,85164687360
0,1713197002725507466,0.0029296875,0.7626953125,0,0,356122624,85164687360
0,1713197002767819752,0.0029296875,0.087890625,0,0,356122624,85164687360
0,1713197002809869177,0.0029296875,0.087890625,0,0,356122624,85164687360
0,1713197002852040886,1.3642578125,0.0771484375,0,0,356122624,85164687360
0,1713197002893858936,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197002939789540,2.94140625,0.0771484375,0,0,356122624,85164687360
0,1713197002982206471,0.0029296875,0.087890625,0,0,356122624,85164687360
0,1713197003024000993,0.0029296875,0.7626953125,0,0,356122624,85164687360
0,1713197003065942195,0.0068359375,0.0771484375,0,0,356122624,85164687360
0,1713197003107993121,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197003149973145,1.36328125,0.0771484375,0,0,356122624,85164687360
0,1713197003192231712,0.0048828125,0.0771484375,0,0,356122624,85164687360
0,1713197003239847902,0.0029296875,0.736328125,0,0,356122624,85164687360
0,1713197003281676919,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197003326947862,0.00390625,0.8291015625,0,0,356122624,85164687360
0,1713197003368485709,0.0029296875,0.06640625,0,0,356122624,85164687360
0,1713197003410800745,0.0029296875,0.06640625,0,0,356122624,85164687360
0,1713197003461984216,1.3671875,0.0771484375,0,0,356122624,85164687360
0,1713197003503212757,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197003544407493,1.36328125,0.0771484375,0,0,356122624,85164687360
0,1713197003585827661,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197003627202582,0.0029296875,0.7626953125,0,0,356122624,85164687360
0,1713197003671207249,0.0068359375,0.0771484375,0,0,356122624,85164687360
0,1713197003721724027,0.0029296875,0.0556640625,0,0,356122624,85164687360
0,1713197003763826522,1.359375,0.0556640625,0,0,356122624,85164687360
0,1713197003806319638,0.0029296875,0.044921875,0,0,356122624,85164687360
0,1713197003850515044,4.97265625,0.0771484375,0,0,356122624,85164687360
0,1713197003891224585,0.0029296875,0.099609375,0,0,356122624,85164687360
0,1713197003939483251,0.0029296875,4.1494140625,0,0,356122624,85164687360
0,1713197003980188401,0.0029296875,0.099609375,0,0,356122624,85164687360
0,1713197004020881286,0.0029296875,0.099609375,0,0,356122624,85164687360
0,1713197004061585213,1.3671875,0.099609375,0,0,356122624,85164687360
0,1713197004148644149,0.0029296875,14.1962890625,0,0,356122624,85164687360
0,1713197004191341960,0.7021484375,0.0771484375,0,0,356122624,85164687360
0,1713197004239699888,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197004280838192,1.359375,0.0771484375,0,0,356122624,85164687360
0,1713197004321940650,0.0029296875,0.1630859375,0,0,356122624,85164687360
0,1713197004363101356,0.0029296875,0.751953125,0,0,356122624,85164687360
0,1713197004404254138,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197004445501939,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197004486723065,1.359375,0.0771484375,0,0,356122624,85164687360
0,1713197004528359462,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197004570011699,0.0029296875,0.751953125,0,0,356122624,85164687360
0,1713197004623104762,0.0048828125,0.0771484375,0,0,356122624,85164687360
0,1713197004666045152,0.0068359375,0.7412109375,0,0,356122624,85164687360
0,1713197004707896927,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197004749212126,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197004790551277,1.36328125,0.0771484375,0,0,356122624,85164687360
0,1713197004839198487,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197004880471931,1.359375,0.0771484375,0,0,356122624,85164687360
0,1713197004921749435,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197004963024187,0.0029296875,6.259765625,0,0,356122624,85164687360
0,1713197005004169440,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005045529864,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005086745102,1.353515625,0.0771484375,0,0,356122624,85164687360
0,1713197005128226581,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005169910239,0.0029296875,0.751953125,0,0,356122624,85164687360
0,1713197005221561631,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005262259132,0.0068359375,0.7529296875,0,0,356122624,85164687360
0,1713197005303070795,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005344139136,0.048828125,0.0771484375,0,0,356122624,85164687360
0,1713197005385500548,1.36328125,0.0771484375,0,0,356122624,85164687360
0,1713197005426618699,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005468375322,0.0068359375,0.751953125,0,0,356122624,85164687360
0,1713197005510026597,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005551568929,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005593008183,1.36328125,0.0771484375,0,0,356122624,85164687360
0,1713197005639376354,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005680684589,1.2578125,0.0771484375,0,0,356122624,85164687360
0,1713197005721755864,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005762892617,0.0029296875,0.7470703125,0,0,356122624,85164687360
0,1713197005804049061,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005845290453,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197005886411539,1.36328125,0.0771484375,0,0,356122624,85164687360
0,1713197005948855323,0.0029296875,9.037109375,0,0,356122624,85164687360
0,1713197006006000599,2.9111328125,0.087890625,0,0,356122624,85164687360
0,1713197006047869347,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197006089821078,1.359375,0.087890625,0,0,356122624,85164687360
0,1713197006140182684,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197006182091125,0.0029296875,0.7841796875,0,0,356122624,85164687360
0,1713197006239681479,7.263671875,0.2197265625,0,0,356122624,85164687360
0,1713197006341012049,10.548828125,12.8388671875,0,0,356122624,85164687360
0,1713197006383832557,1.40234375,0.044921875,0,0,356122624,85164687360
0,1713197006425974366,1.353515625,0.0556640625,0,0,356122624,85164687360
0,1713197006468317593,0.0068359375,0.044921875,0,0,356122624,85164687360
0,1713197006585699728,11.208984375,14.3115234375,0,0,356122624,85164687360
0,1713197006639804405,0.7900390625,0.0556640625,0,0,356122624,85164687360
0,1713197006684229200,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197006726560794,0.0029296875,0.06640625,0,0,356122624,85164687360
0,1713197006769480573,1.36328125,0.06640625,0,0,356122624,85164687360
0,1713197006821244041,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197006863405544,1.36328125,0.06640625,0,0,356122624,85164687360
0,1713197006906291819,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197006948748311,0.0732421875,1.5390625,0,0,356122624,85164687360
0,1713197006991921259,0.0107421875,0.0771484375,0,0,356122624,85164687360
0,1713197007059132686,1.5859375,4.8291015625,0,0,356122624,85164687360
0,1713197007106722236,0.0380859375,0.55859375,0,0,356122624,85164687360
0,1713197007185821571,1.3603515625,0.2744140625,0,0,356122624,85164687360
0,1713197007228632391,0.0029296875,3.037109375,0,0,356122624,85164687360
0,1713197007280896839,0.0068359375,0.7314453125,0,0,356122624,85164687360
0,1713197007323287764,0.0029296875,0.0771484375,0,0,356122624,85164687360
0,1713197007364759309,0.048828125,0.7412109375,0,0,356122624,85164687360
0,1713197007409027556,0.0029296875,0.0556640625,0,0,356122624,85164687360
0,1713197007451846835,0.0029296875,0.0556640625,0,0,356122624,85164687360
0,1713197007494198720,1.36328125,0.0556640625,0,0,356122624,85164687360
0,1713197007539609544,0.0029296875,0.0556640625,0,0,356122624,85164687360
0,1713197007582412341,1.36328125,0.0771484375,0,0,356122624,85164687360
0,1713197007624436987,0.0029296875,0.0556640625,0,0,356122624,85164687360
