device_id,timestamp,txpci,rxpci,gpu_util,mem_util,mem_used,mem_free
0,1713196547366716141,0.0029296875,0.0556640625,0,0,351862784,85168947200
0,1713196547410094072,0.0029296875,0.0771484375,0,0,351862784,85168947200
0,1713196547451899752,1.3623046875,0.06640625,0,0,351862784,85168947200
0,1713196547493922583,0.0029296875,0.06640625,0,0,351862784,85168947200
0,1713196547542892995,1.3623046875,0.06640625,0,0,351862784,85168947200
0,1713196547587449156,0.0029296875,0.0771484375,0,0,351862784,85168947200
0,1713196547629587703,0.0029296875,0.728515625,0,0,351862784,85168947200
0,1713196547672455134,0.0068359375,0.0771484375,0,0,351862784,85168947200
0,1713196547727095740,0.0029296875,0.74609375,0,0,351862784,85168947200
0,1713196547769454883,0.0029296875,0.0771484375,0,0,351862784,85168947200
0,1713196547811243766,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713196547853586477,1.3623046875,0.0771484375,0,0,351862784,85168947200
0,1713196547894818113,0.0048828125,0.1103515625,0,0,351862784,85168947200
0,1713196547943384315,1.3623046875,0.087890625,0,0,351862784,85168947200
0,1713196547987875942,0.0029296875,0.0771484375,0,0,351862784,85168947200
0,1713196548029379538,0.0029296875,0.7392578125,0,0,351862784,85168947200
0,1713196548072016507,0.0068359375,0.0771484375,0,0,351862784,85168947200
0,1713196548113822881,0.0029296875,0.0771484375,0,0,351862784,85168947200
0,1713196548155896200,1.3564453125,0.0771484375,0,0,351862784,85168947200
0,1713196548198624236,0.0029296875,0.06640625,0,0,351862784,85168947200
0,1713196548247169084,1.3583984375,3.00390625,0,0,351862784,85168947200
0,1713196548289411935,0.0029296875,0.0556640625,0,0,351862784,85168947200
0,1713196548342732821,0.046875,0.6962890625,0,0,351862784,85168947200
0,1713196548383429586,0.0048828125,0.087890625,0,0,351862784,85168947200
0,1713196548424130853,0.0029296875,0.76171875,0,0,351862784,85168947200
0,1713196548464898642,0.0068359375,0.087890625,0,0,351862784,85168947200
0,1713196548505593880,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713196548546220915,1.3583984375,0.087890625,0,0,351862784,85168947200
0,1713196548586909789,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713196548627597793,0.0029296875,0.76171875,0,0,351862784,85168947200
0,1713196548668541299,0.0068359375,0.087890625,0,0,351862784,85168947200
0,1713196548709379432,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713196548750114724,1.3623046875,0.087890625,0,0,351862784,85168947200
0,1713196548791019211,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713196548842717213,0.0029296875,0.76171875,0,0,351862784,85168947200
0,1713196548883903374,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713196548924593288,0.0029296875,0.7568359375,0,0,351862784,85168947200
0,1713196548965281497,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713196549007259695,0.0029296875,0.06640625,0,0,351862784,85168947200
0,1713196549048101939,1.3623046875,0.099609375,0,0,351862784,85168947200
0,1713196549089357061,0.0029296875,0.087890625,0,0,351862784,85168947200
0,1713196549130173507,0.0029296875,0.7724609375,0,0,351862784,85168947200
